"id","city","zipcode","post","county"
"5439","Slatina","33520","Slatina","Virovitičko-podravska"
"5440","Slatina","23234","Vir","Zadarska"
"5441","Slatina Pokupska","44400","Glina","Sisačko-moslavačka"
"5442","Slatina Svedruška","49234","Petrovsko","Krapinsko-zagorska"
"5443","Slatine","21224","Slatine","Splitsko-dalmatinska"
"5444","Slatinik Drenjski","31418","Drenje","Osječko-baranjska"
"5445","Slatinski Drenovac","33514","Čačinci","Virovitičko-podravska"
"5446","Slavagora","10430","Samobor","Zagrebačka"
"5447","Slavetić","10450","Jastrebarsko","Zagrebačka"
"5448","Slavica","51322","Fužine","Primorsko-goranska"
"5449","Slavonske Bare","33513","Zdenci","Virovitičko-podravska"
"5450","Slavonski Brod","35000","Slavonski Brod","Brodsko-posavska"
"5451","Slavonski Kobaš","35255","Slavonski Kobaš","Brodsko-posavska"
"5452","Slavonski Šamac","35220","Slavonski Šamac","Brodsko-posavska"
"5453","Slavsko Polje","44410","Gvozd","Sisačko-moslavačka"
"5454","Sleme Skradsko","51311","Skrad","Primorsko-goranska"
"5455","Slemenice","40000","Čakovec","Međimurska"
"5456","Slime","21255","Zadvarje","Splitsko-dalmatinska"
"5457","Slivarsko","42245","Donja Voća","Varaždinska"
"5458","Slivnica","23247","Vinjerac","Zadarska"
"5459","Slivno","21272","Slivno","Splitsko-dalmatinska"
"5460","Slivno","22205","Perković","Šibensko-kninska"
"5461","Slivno Ravno","20356","Klek","Dubrovačko-neretvanska"
"5462","Slivonja Jarek","49217","Krapinske Toplice","Krapinsko-zagorska"
"5463","Slobodna Vlast","31416","Levanjska Varoš","Osječko-baranjska"
"5464","Slobodnica","35252","Sibinj","Brodsko-posavska"
"5465","Sloboština","34322","Brestovac","Požeško-slavonska"
"5466","Slokovec","42230","Ludbreg","Varaždinska"
"5467","Slovinci","44210","Sunja","Sisačko-moslavačka"
"5468","Slovinska Kovačica","43272","Nova Rača","Bjelovarsko-bilogorska"
"5469","Slum","52420","Buzet","Istarska"
"5470","Slunj","47240","Slunj","Karlovačka"
"5471","Slunjska Selnica","47212","Skakavac","Karlovačka"
"5472","Slunjski Moravci","47241","Cerovac Vukmanički","Karlovačka"
"5473","Slušnica","47240","Slunj","Karlovačka"
"5474","Sljeme","10000","Zagreb","Grad zagreb"
"5475","Sljeme","51322","Fužine","Primorsko-goranska"
"5476","Smerovišće","10430","Samobor","Zagrebačka"
"5477","Smilčić","23420","Benkovac","Zadarska"
"5478","Smiljan","53211","Smiljan","Ličko-senjska"
"5479","Smiljansko Polje","53211","Smiljan","Ličko-senjska"
"5480","Smišljak","51329","Severin na Kupi","Primorsko-goranska"
"5481","Smišljak","51312","Brod Moravice","Primorsko-goranska"
"5482","Smoković","23222","Zemunik","Zadarska"
"5483","Smokovljani","20231","Doli","Dubrovačko-neretvanska"
"5484","Smokovo","51264","Jadranovo","Primorsko-goranska"
"5485","Smokrić","53244","Lovinac","Ličko-senjska"
"5486","Smokvica","20272","Smokvica","Dubrovačko-neretvanska"
"5487","Smokvica","23249","Povljana","Zadarska"
"5488","Smokvica Krmpotska","51252","Klenovica","Primorsko-goranska"
"5489","Smokvina","20231","Doli","Dubrovačko-neretvanska"
"5490","Smolići","52463","Višnjan (Visignano)","Istarska"
"5491","Smolonje","21253","Gata","Splitsko-dalmatinska"
"5492","Smoljanac","53231","Plitvička Jezera","Ličko-senjska"
"5493","Smoljanci","52342","Svetvinčenat","Istarska"
"5494","Smoljanovci","34322","Brestovac","Požeško-slavonska"
"5495","Smrdelje","22305","Kistanje","Šibensko-kninska"
"5496","Smrečje","51304","Gerovo","Primorsko-goranska"
"5497","Smrekari","51303","Plešce","Primorsko-goranska"
"5498","Smrtić","35429","Gornji Bogićevci","Brodsko-posavska"
"5499","Smude","33522","Voćin","Virovitičko-podravska"
"5500","Snašići","52220","Labin","Istarska"
"5501","Snos","47240","Slunj","Karlovačka"
"5502","Soblinec","10360","Sesvete","Grad zagreb"
"5503","Sobočani","10312","Kloštar Ivanić","Zagrebačka"
"5504","Soboli","51218","Dražice","Primorsko-goranska"
"5505","Sobra","20225","Babino Polje","Dubrovačko-neretvanska"
"5506","Sočanica","44440","Dvor","Sisačko-moslavačka"
"5507","Sokoli","51305","Tršće","Primorsko-goranska"
"5508","Sokolovac","48306","Sokolovac","Koprivničko-križevačka"
"5509","Sokolovac","31309","Kneževi Vinogradi","Osječko-baranjska"
"5510","Sokolovac","43506","Dežanovac","Bjelovarsko-bilogorska"
"5511","Soldatići","47280","Ozalj","Karlovačka"
"5512","Solin","21210","Solin","Splitsko-dalmatinska"
"5513","Soline","20226","Goveđari","Dubrovačko-neretvanska"
"5514","Soline","20207","Mlini","Dubrovačko-neretvanska"
"5515","Soline","47251","Bosiljevo","Karlovačka"
"5516","Soline","51514","Dobrinj","Primorsko-goranska"
"5517","Soline","23287","Veli Rat","Zadarska"
"5518","Soljani","32255","Soljani","Vukovarsko-srijemska"
"5519","Sonković","22222","Skradin","Šibensko-kninska"
"5520","Sop","10361","Sesvete-Kraljevec","Grad zagreb"
"5521","Sop Bukevski","10411","Orle","Zagrebačka"
"5522","Sopač","51316","Lokve","Primorsko-goranska"
"5523","Sopaljska","51260","Crikvenica","Primorsko-goranska"
"5524","Sopčić Vrh","47272","Ribnik","Karlovačka"
"5525","Sopjanska Greda","33525","Sopje","Virovitičko-podravska"
"5526","Sopje","33525","Sopje","Virovitičko-podravska"
"5527","Sopot","49218","Pregrada","Krapinsko-zagorska"
"5528","Sopote","10457","Sošice","Zagrebačka"
"5529","Sošice","10457","Sošice","Zagrebačka"
"5530","Sošići","52352","Kanfanar","Istarska"
"5531","Sotin","32232","Sotin","Vukovarsko-srijemska"
"5532","Sovari","43240","Čazma","Bjelovarsko-bilogorska"
"5533","Sovinjak","52420","Buzet","Istarska"
"5534","Sovinjska Brda","52420","Buzet","Istarska"
"5535","Sovinjsko Polje","52420","Buzet","Istarska"
"5536","Sovjak","33410","Suhopolje","Virovitičko-podravska"
"5537","Sovski Dol","34350","Čaglin","Požeško-slavonska"
"5538","Spahići","47251","Bosiljevo","Karlovačka"
"5539","Sparagovići","20230","Ston","Dubrovačko-neretvanska"
"5540","Sparednjak","47240","Slunj","Karlovačka"
"5541","Spinčići","51215","Kastav","Primorsko-goranska"
"5542","Split","21000","Split","Splitsko-dalmatinska"
"5543","Splitska","21410","Postira","Splitsko-dalmatinska"
"5544","Sračak","47272","Ribnik","Karlovačka"
"5545","Sračinec","42209","Sračinec","Varaždinska"
"5546","Srb (Gornji i Donji)","23445","Srb","Zadarska"
"5547","Srdinac","48325","Novigrad Podravski","Koprivničko-križevačka"
"5548","Srebreno","20207","Mlini","Dubrovačko-neretvanska"
"5549","Srebrenjak","10431","Sveta Nedjelja","Zagrebačka"
"5550","Srebrnići","52463","Višnjan (Visignano)","Istarska"
"5551","Sredanci","35214","Donji Andrijevci","Brodsko-posavska"
"5552","Sredice Gornje","43203","Kapela","Bjelovarsko-bilogorska"
"5553","Srednja Diklenica","43203","Kapela","Bjelovarsko-bilogorska"
"5554","Srednja Draga","51305","Tršće","Primorsko-goranska"
"5555","Srednja Gora","53234","Udbina","Ličko-senjska"
"5556","Srednja Krašićevica","51317","Crni Lug","Primorsko-goranska"
"5557","Srednja Meminska","44430","Hrvatska Kostajnica","Sisačko-moslavačka"
"5558","Srednja Velika","10346","Preseka","Zagrebačka"
"5559","Srednjak","10453","Gorica Svetojanska","Zagrebačka"
"5560","Srednje Mokrice","44250","Petrinja","Sisačko-moslavačka"
"5561","Srednje Prilišće","47271","Netretić","Karlovačka"
"5562","Srednje Selo","21430","Grohote","Splitsko-dalmatinska"
"5563","Srednje Selo","47222","Cetingrad","Karlovačka"
"5564","Srednje Selo","34310","Pleternica","Požeško-slavonska"
"5565","Srednji Borki","43500","Daruvar","Bjelovarsko-bilogorska"
"5566","Srednji Dubovec","48265","Raven","Koprivničko-križevačka"
"5567","Srednji Grahovljani","34550","Pakrac","Požeško-slavonska"
"5568","Srednji Lipovac","35410","Nova Kapela","Brodsko-posavska"
"5569","Srednji Mosti","43203","Kapela","Bjelovarsko-bilogorska"
"5570","Srednji Poloj","47252","Barilović","Karlovačka"
"5571","Sreser","20246","Janjina","Dubrovačko-neretvanska"
"5572","Srijane","21205","Donji Dolac","Splitsko-dalmatinska"
"5573","Srijedska","43231","Ivanska","Bjelovarsko-bilogorska"
"5574","Srijem","48306","Sokolovac","Koprivničko-križevačka"
"5575","Srijemske Laze","32242","Slakovci","Vukovarsko-srijemska"
"5576","Srima","22211","Vodice","Šibensko-kninska"
"5577","Srinjine","21292","Srinjine","Splitsko-dalmatinska"
"5578","Sroki","51216","Viškovo","Primorsko-goranska"
"5579","Sršići","47283","Vivodina","Karlovačka"
"5580","Sršići","51511","Malinska","Primorsko-goranska"
"5581","Stabanj","23423","Polača","Zadarska"
"5582","Stajnica","53262","Jezerane","Ličko-senjska"
"5583","Stančić","10370","Dugo Selo","Zagrebačka"
"5584","Stančići","43252","Prgomelje","Bjelovarsko-bilogorska"
"5585","Stanetinec","40312","Štrigova","Međimurska"
"5586","Stanica Roč","52425","Roč","Istarska"
"5587","Staničići Žumberački","10456","Kalje","Zagrebačka"
"5588","Stanić","51557","Cres","Primorsko-goranska"
"5589","Stanić Polje","44440","Dvor","Sisačko-moslavačka"
"5590","Stanići","21310","Omiš","Splitsko-dalmatinska"
"5591","Stanići","43203","Kapela","Bjelovarsko-bilogorska"
"5592","Stanići kod Nove Vasi","52446","Nova Vas","Istarska"
"5593","Staniši","52447","Vižinada (Visinada)","Istarska"
"5594","Stanišovi","52222","Koromačno","Istarska"
"5595","Staništa","53288","Karlobag","Ličko-senjska"
"5596","Stankovac","44400","Glina","Sisačko-moslavačka"
"5597","Stankovci","23422","Stankovci","Zadarska"
"5598","Stankovci","47272","Ribnik","Karlovačka"
"5599","Stanković","20250","Orebić","Dubrovačko-neretvanska"
"5600","Stankovo","10450","Jastrebarsko","Zagrebačka"
"5601","Stara Baška","51521","Punat","Primorsko-goranska"
"5602","Stara Diklenica","43203","Kapela","Bjelovarsko-bilogorska"
"5603","Stara Drenčina","44000","Sisak","Sisačko-moslavačka"
"5604","Stara Gradiška","35435","Stara Gradiška","Brodsko-posavska"
"5605","Stara Jošava","33515","Orahovica","Virovitičko-podravska"
"5606","Stara Kapela","35410","Nova Kapela","Brodsko-posavska"
"5607","Stara Kapela","10343","Nova Kapela","Zagrebačka"
"5608","Stara Krivaja","43532","Đulovac","Bjelovarsko-bilogorska"
"5609","Stara Kršlja","47245","Rakovica","Karlovačka"
"5610","Stara Lipa","34000","Požega","Požeško-slavonska"
"5611","Stara Ljeskovica","34350","Čaglin","Požeško-slavonska"
"5612","Stara Marča","10312","Kloštar Ivanić","Zagrebačka"
"5613","Stara Novalja","53291","Novalja","Ličko-senjska"
"5614","Stara Ploščica","43232","Berek","Bjelovarsko-bilogorska"
"5615","Stara Rača","43272","Nova Rača","Bjelovarsko-bilogorska"
"5616","Stara Subocka","44330","Novska","Sisačko-moslavačka"
"5617","Stara Sušica","51314","Ravna Gora","Primorsko-goranska"
"5618","Stara Vas","23249","Povljana","Zadarska"
"5619","Stara Ves Košnička","49216","Desinić","Krapinsko-zagorska"
"5620","Stara Ves Petrovska","49234","Petrovsko","Krapinsko-zagorska"
"5621","Stara Ves Ravenska","48265","Raven","Koprivničko-križevačka"
"5622","Starci","35420","Staro Petrovo Selo","Brodsko-posavska"
"5623","Starčevljani","43203","Kapela","Bjelovarsko-bilogorska"
"5624","Stari Bošnjani","48264","Kloštar Vojakovački","Koprivničko-križevačka"
"5625","Stari Brod","44273","Sela","Sisačko-moslavačka"
"5626","Stari Farkašić","44273","Sela","Sisačko-moslavačka"
"5627","Stari Glog","10343","Nova Kapela","Zagrebačka"
"5628","Stari Golubovec","49253","Lobor","Krapinsko-zagorska"
"5629","Stari Grabovac","44330","Novska","Sisačko-moslavačka"
"5630","Stari Grad","21460","Stari Grad","Splitsko-dalmatinska"
"5631","Stari Grad Žumberački","10457","Sošice","Zagrebačka"
"5632","Stari Gradac","33405","Pitomača","Virovitičko-podravska"
"5633","Stari Jankovci","32241","Stari Jankovci","Vukovarsko-srijemska"
"5634","Stari Laz","51314","Ravna Gora","Primorsko-goranska"
"5635","Stari Lazi","51312","Brod Moravice","Primorsko-goranska"
"5636","Stari Majur","34550","Pakrac","Požeško-slavonska"
"5637","Stari Mikanovci","32284","Stari Mikanovci","Vukovarsko-srijemska"
"5638","Stari Pavljani","43000","Bjelovar","Bjelovarsko-bilogorska"
"5639","Stari Perkovci","35210","Vrpolje","Brodsko-posavska"
"5640","Stari Skucani","43203","Kapela","Bjelovarsko-bilogorska"
"5641","Stari Slatnik","35253","Brodski Stupnik","Brodsko-posavska"
"5642","Stari Zdenkovac","34350","Čaglin","Požeško-slavonska"
"5643","Starići","52440","Poreč (Parenzo)","Istarska"
"5644","Starigrad","53284","Sveti Juraj","Ličko-senjska"
"5645","Starigrad","48000","Koprivnica","Koprivničko-križevačka"
"5646","Starigrad","23244","Starigrad Paklenica","Zadarska"
"5647","Starin","33523","Čađavica","Virovitičko-podravska"
"5648","Starine","43246","Štefanje","Bjelovarsko-bilogorska"
"5649","Starjak","10257","Brezovica","Grad zagreb"
"5650","Staro Čiče","10419","Vukovina","Zagrebačka"
"5651","Staro Petrovo Polje","33507","Crnac","Virovitičko-podravska"
"5652","Staro Petrovo Selo","35420","Staro Petrovo Selo","Brodsko-posavska"
"5653","Staro Pračno","44000","Sisak","Sisačko-moslavačka"
"5654","Staro Selo","44211","Blinjski Kut","Sisačko-moslavačka"
"5655","Staro Selo","53220","Otočac","Ličko-senjska"
"5656","Staro Selo Topusko","44415","Topusko","Sisačko-moslavačka"
"5657","Staro Štefanje","43246","Štefanje","Bjelovarsko-bilogorska"
"5658","Staro Topolje","35214","Donji Andrijevci","Brodsko-posavska"
"5659","Starogradački Marof","33405","Pitomača","Virovitičko-podravska"
"5660","Staševica","20345","Staševica","Dubrovačko-neretvanska"
"5661","Staza","44210","Sunja","Sisačko-moslavačka"
"5662","Stažnjevec","42242","Radovan","Varaždinska"
"5663","Stepčići","52234","Plomin","Istarska"
"5664","Stilja","21276","Vrgorac","Splitsko-dalmatinska"
"5665","Stinica","53287","Jablanac","Ličko-senjska"
"5666","Stipan","44410","Gvozd","Sisačko-moslavačka"
"5667","Stipanovci","31433","Podgorač","Osječko-baranjska"
"5668","Stipernica","49218","Pregrada","Krapinsko-zagorska"
"5669","Stobreč","21311","Stobreč","Splitsko-dalmatinska"
"5670","Stojavnica","47283","Vivodina","Karlovačka"
"5671","Stojčinovac","34350","Čaglin","Požeško-slavonska"
"5672","Stojdraga","10432","Bregana","Zagrebačka"
"5673","Stojmerić","47240","Slunj","Karlovačka"
"5674","Stolac","53270","Senj","Ličko-senjska"
"5675","Stomorska","21432","Stomorska","Splitsko-dalmatinska"
"5676","Ston","20230","Ston","Dubrovačko-neretvanska"
"5677","Stončica","21480","Vis","Splitsko-dalmatinska"
"5678","Strahinje","49000","Krapina","Krapinsko-zagorska"
"5679","Strahinje Radobojsko","49232","Radoboj","Krapinsko-zagorska"
"5680","Strahoninec","40000","Čakovec","Međimurska"
"5681","Strana","52420","Buzet","Istarska"
"5682","Stranići kod Svetog Lovreča","52448","Sveti Lovreč","Istarska"
"5683","Strašnik","44250","Petrinja","Sisačko-moslavačka"
"5684","Stravča","20210","Cavtat","Dubrovačko-neretvanska"
"5685","Straža","47250","Duga Resa","Karlovačka"
"5686","Straža Krapinska","49000","Krapina","Krapinsko-zagorska"
"5687","Stražanac","43505","Končanica (Končenice)","Bjelovarsko-bilogorska"
"5688","Stražbenica","44211","Blinjski Kut","Sisačko-moslavačka"
"5689","Stražeman","34330","Velika","Požeško-slavonska"
"5690","Strelec","40321","Mala Subotica","Međimurska"
"5691","Strelečko","44000","Sisak","Sisačko-moslavačka"
"5692","Strezojevo","10414","Pokupsko","Zagrebačka"
"5693","Strgari","47251","Bosiljevo","Karlovačka"
"5694","Striježevica","34322","Brestovac","Požeško-slavonska"
"5695","Strilčići","51511","Malinska","Primorsko-goranska"
"5696","Strizirep","21245","Tijarica","Splitsko-dalmatinska"
"5697","Strizivojna","31410","Strizivojna","Osječko-baranjska"
"5698","Strižičevac","34543","Poljana","Požeško-slavonska"
"5699","Strmačka","47222","Cetingrad","Karlovačka"
"5700","Strmec","10020","Zagreb-Novi Zagreb","Grad zagreb"
"5701","Strmec","10346","Preseka","Zagrebačka"
"5702","Strmec","49214","Veliko Trgovišće","Krapinsko-zagorska"
"5703","Strmec Bukevski","10410","Velika Gorica","Zagrebačka"
"5704","Strmec Humski","49231","Hum na Sutli","Krapinsko-zagorska"
"5705","Strmec Podravski","42206","Petrijanec","Varaždinska"
"5706","Strmec Pribićki","10454","Krašić","Zagrebačka"
"5707","Strmec Remetinečki","42220","Novi Marof","Varaždinska"
"5708","Strmec Samoborski","10434","Strmec Samoborski","Zagrebačka"
"5709","Strmec Stubički","49244","Stubičke Toplice","Krapinsko-zagorska"
"5710","Strmec Sutlanski","49294","Kraljevec na Sutli","Krapinsko-zagorska"
"5711","Strmen","44210","Sunja","Sisačko-moslavačka"
"5712","Strmendolac","21240","Trilj","Splitsko-dalmatinska"
"5713","Strmica","22301","Golubić","Šibensko-kninska"
"5714","Strošinci","32256","Strošinci","Vukovarsko-srijemska"
"5715","Strpančići","52463","Višnjan (Visignano)","Istarska"
"5716","Struga","42233","Sveti Đurđ","Varaždinska"
"5717","Struga Banska","44440","Dvor","Sisačko-moslavačka"
"5718","Struga Nartska","10361","Sesvete-Kraljevec","Grad zagreb"
"5719","Stružani","35213","Oprisavci","Brodsko-posavska"
"5720","Stružec","44317","Popovača","Sisačko-moslavačka"
"5721","Stružec Posavski","10411","Orle","Zagrebačka"
"5722","Stubalj","44430","Hrvatska Kostajnica","Sisačko-moslavačka"
"5723","Stubica","51326","Vrbovsko","Primorsko-goranska"
"5724","Stubička Slatina","49243","Oroslavje","Krapinsko-zagorska"
"5725","Stubičke Toplice","49244","Stubičke Toplice","Krapinsko-zagorska"
"5726","Studena","51217","Klana","Primorsko-goranska"
"5727","Studenci","53202","Perušić","Ličko-senjska"
"5728","Studenci","21265","Studenci","Splitsko-dalmatinska"
"5729","Stupa","20205","Topolo","Dubrovačko-neretvanska"
"5730","Stupe","10455","Kostanjevac","Zagrebačka"
"5731","Stupnički Kuti","35254","Bebrina","Brodsko-posavska"
"5732","Stupno","44000","Sisak","Sisačko-moslavačka"
"5733","Stupovača","44320","Kutina","Sisačko-moslavačka"
"5734","Subocka","34551","Lipik","Požeško-slavonska"
"5735","Subotica Podravska","48311","Kunovec","Koprivničko-križevačka"
"5736","Sučići","51417","Mošćenička Draga","Primorsko-goranska"
"5737","Sućuraj","21469","Sućuraj","Splitsko-dalmatinska"
"5738","Sudaraž","31300","Beli Manastir","Osječko-baranjska"
"5739","Sudovčina","42232","Donji Martijanec","Varaždinska"
"5740","Sudovec","48268","Gornja Rijeka","Koprivničko-križevačka"
"5741","Suđurađ","20223","Šipanjska Luka","Dubrovačko-neretvanska"
"5742","Suha Katalena","48362","Kloštar Podravski","Koprivničko-križevačka"
"5743","Suha Mlaka","33507","Crnac","Virovitičko-podravska"
"5744","Suhač","21230","Sinj","Splitsko-dalmatinska"
"5745","Suhaja","43240","Čazma","Bjelovarsko-bilogorska"
"5746","Suhodol Budački","47242","Krnjak","Karlovačka"
"5747","Suhodol Zelinski","10382","Donja Zelina","Zagrebačka"
"5748","Suhopolje","33410","Suhopolje","Virovitičko-podravska"
"5749","Suhor","51302","Kuželj","Primorsko-goranska"
